ID,long_term_credit_card_opening_propensity_score,creditworthiness_score,spend_potential,number_of_credit_cards,short_term_credit_card_opening_propensity_score,long_term_credit_card_cancellation_propensity_score,credit_card_utilization_score,number_of_attempts_to_open_credit_cards,history_at_credit_bureau,total_limit_across_credit_cards,contact_history_score,Balance Transfer Propensity Score,targeted_product,Customer Lifetime Value
4868,3,9246.8,1,33,3,6.5,1,4,33,750,30,42,E,3435
4869,0,9311.7,26.2,66,0,5.2,9,8,40,5075,705,33,A,11056
4870,12.1,9636.4,4.3,264,3,3.9,6,8,35,1050,300,60,E,1335
4871,12.1,10000,1.5,165,9.1,1.3,3,12,34,475,120,44,E,1176
4872,12.1,8818.2,1,99,3,1.3,13,16,28,150,15,22,E,2004
4873,15.2,8844.2,1.3,99,6.1,1.3,11,8,23,275,0,39,E,733
4874,3,9181.8,0.7,99,0,0,14,8,26,225,30,25,E,2441
4875,6.1,10064.9,3.2,99,3,0,3,8,26,2125,60,40,A,4633
4876,18.2,8961,25,264,6.1,5.2,8,36,31,2425,75,96,B,7892
4877,3,9558.4,0.3,33,0,0,4,4,23,2650,180,12,E,3493
4878,18.2,9220.8,1.9,198,6.1,1.3,9,24,39,675,90,75,E,684
4879,6.1,9207.8,0.2,66,6.1,0,3,68,21,1850,0,97,C,417
4880,9.1,9285.7,1.7,99,0,2.6,8,8,33,1275,210,26,E,2060
4881,6.1,9272.7,1.8,165,0,0,16,32,41,375,60,91,E,994
4882,9.1,9090.9,0.6,99,6.1,0,7,20,23,325,30,41,E,1778
4883,9.1,9285.7,0.7,99,3,0,8,44,25,1450,120,98,E,2271
4884,21.2,8701.3,1.5,198,3,1.3,6,48,25,2375,30,49,B,9425
4885,9.1,8987,3.9,99,6.1,0,9,36,24,1375,225,63,E,1481
4886,18.2,10389.6,2,165,3,13,1,12,38,3050,0,11,A,1583
4887,21.2,8948.1,1.6,198,12.1,1.3,9,68,29,1200,0,98,C,290
4888,6.1,10285.7,9.1,198,3,6.5,4,12,49,1750,120,62,E,2305
4889,3,8402.6,1.7,99,0,7.8,2,12,36,625,0,27,C,607
4890,9.1,10623.4,8.2,198,0,5.2,1,4,30,3675,30,4,A,3881
4891,6.1,9298.7,0.8,33,0,0,5,16,22,375,30,27,E,306
4892,15.2,9402.6,1.9,264,9.1,6.5,5,28,67,1875,0,14,E,335
4893,6.1,9337.7,0.2,66,6.1,0,,40,22,100,30,22,E,474
4894,9.1,9090.9,0.9,99,3,0,17,12,26,200,360,12,D,3570
4895,6.1,9610.4,1.3,66,3,0,2,4,22,1950,150,68,E,1263
4896,3,9935.1,6.3,99,3,1.3,3,8,41,2300,405,29,E,5367
4897,6.1,8857.1,2,66,0,0,1,8,35,1050,180,99,E,2653
4898,9.1,9285.7,1.7,132,3,2.6,11,44,34,800,60,23,B,5121
4899,15.2,8675.3,2.1,165,6.1,5.2,15,36,48,900,150,12,D,687
4900,6.1,8792.2,1.3,66,3,0,8,56,37,400,0,15,E,2441
4901,27.3,8688.3,13.8,363,12.1,0,5,32,37,1325,60,57,B,3911
4902,0,10480.5,3.1,66,0,2.6,4,20,34,1300,420,48,A,5907
4903,21.2,8818.2,1,231,0,0,10,24,24,275,0,10,E,2672
4904,6.1,9233.8,0.4,99,6.1,0,1,12,25,550,90,47,E,825
4905,9.1,9142.9,2.8,99,0,0,16,16,25,775,315,96,E,1249
4906,12.1,9779.2,0.6,198,6.1,5.2,9,24,40,3350,165,20,E,2263
4907,15.2,9571.4,4.6,264,9.1,1.3,3,16,26,1525,285,76,E,779
4908,0,10766.2,18.9,165,0,2.6,1,20,48,3775,30,44,A,4924
4909,12.1,8441.6,1.3,231,6.1,0,6,8,54,175,90,92,C,971
4910,12.1,9571.4,1.8,132,3,0,2,28,26,950,345,55,E,570
4911,18.2,8597.4,5.3,297,3,0,10,40,33,1675,0,98,C,1911
4912,,,,,,,,,,,0,10,C,2086
4913,12.1,10129.9,,264,9.1,14.3,0,44,51,1725,0,98,C,658
4914,15.2,9428.6,8.2,330,0,6.5,8,16,35,2650,270,100,E,2205
4915,3,9532.5,1.3,33,0,5.2,1,16,36,1500,30,1,E,1105
4916,9.1,9194.8,0.9,99,0,2.6,15,12,36,300,0,79,E,1485
4917,15.2,9896.1,4.2,165,9.1,0,2,8,24,1200,150,8,E,540
4918,6.1,9285.7,,99,3,5.2,0,24,36,1100,0,91,E,1089
4919,33.3,9039,3.1,396,3,1.3,10,28,46,600,390,41,E,762
4920,3,9532.5,3.7,66,0,2.6,9,8,37,800,30,30,E,2658
4921,18.2,9298.7,6.4,330,3,2.6,8,16,39,1400,135,22,D,1274
4922,6.1,10181.8,10.7,99,0,3.9,8,16,38,6325,105,54,E,896
4923,12.1,9727.3,0.4,165,3,9.1,4,28,35,1250,165,87,E,1630
4924,0,9597.4,3,66,0,5.2,15,24,51,2175,150,1,D,2663
4925,18.2,8675.3,1.5,165,15.2,1.3,4,40,25,550,45,71,E,696
4926,6.1,9740.3,4.9,66,3,0,7,16,34,850,195,94,E,3196
4927,12.1,9272.7,4.4,165,0,1.3,14,4,32,1675,0,56,E,1739
4928,6.1,9636.4,1.7,99,3,1.3,4,4,26,525,225,51,E,2509
4929,,9519.5,0.3,,,,,4,23,575,45,30,E,1239
4930,12.1,8896.1,3.7,99,6.1,1.3,7,28,27,1800,60,61,C,388
4931,3,8727.3,,33,3,0,2,24,28,700,0,70,C,726
4932,9.1,10064.9,3,165,0,1.3,2,4,36,550,90,5,E,3739
4933,3,8181.8,4.8,99,3,7.8,14,0,40,1500,0,36,C,1967
4934,3,9545.5,,231,0,2.6,10,16,50,2225,0,28,E,879
4935,18.2,8662.3,,198,15.2,1.3,10,40,46,725,0,63,C,469
4936,3,9584.4,0.2,33,0,6.5,0,12,42,400,60,10,E,1641
4937,18.2,9662.3,1.9,198,3,0,10,24,24,525,375,31,E,1059
4938,39.4,9402.6,1.9,363,18.2,0,6,20,25,550,30,95,E,1017
4939,12.1,8480.5,2.4,99,3,1.3,17,16,47,675,345,57,D,714
4940,3,8883.1,6.1,33,0,1.3,16,4,42,1500,285,61,D,2281
4941,9.1,9597.4,2.4,99,3,0,3,36,25,1000,150,6,E,1857
4942,3,8454.5,4.4,165,0,2.6,16,52,41,1325,105,93,B,3650
4943,6.1,9155.8,6.3,231,0,2.6,6,16,27,875,375,14,E,2335
4944,18.2,9026,2.5,165,9.1,0,11,12,24,450,300,100,E,2110
4945,0,9350.6,1.5,132,0,10.4,0,32,35,1800,330,22,E,1385
4946,6.1,8857.1,2.3,132,6.1,1.3,9,8,46,825,60,96,E,1462
4947,6.1,8935.1,0.6,66,6.1,0,6,8,24,400,75,83,E,1815
4948,6.1,9181.8,2.9,99,0,2.6,4,8,39,1750,135,69,E,2609
4949,6.1,10389.6,13.5,66,0,1.3,3,8,32,1975,435,66,A,6880
4950,30.3,8675.3,2,330,6.1,0,9,12,32,175,165,1,D,1762
4951,18.2,9909.1,1.7,231,6.1,3.9,6,12,45,575,45,74,E,622
4952,9.1,8584.4,2.7,264,6.1,2.6,9,60,35,400,15,81,C,592
4953,0,8597.4,2.2,33,0,3.9,1,4,34,2775,15,37,C,1043
4954,9.1,9415.6,0.2,99,3,0,1,80,22,525,0,83,C,236
4955,0,8805.2,0.2,66,0,0,8,0,40,425,0,67,C,715
4956,9.1,9831.2,10.3,198,3,1.3,7,16,27,2550,315,73,E,2608
4957,12.1,9480.5,7.6,99,6.1,1.3,5,48,22,1150,300,21,A,3832
4958,12.1,9272.7,2.4,132,0,0,9,4,31,850,405,11,E,2846
4959,15.2,9324.7,2,165,3,0,10,16,28,1225,495,62,E,3366
4960,3,9649.4,0.4,33,0,0,8,4,22,250,90,98,E,580
4961,6.1,9207.8,2.4,165,3,6.5,12,20,39,1325,120,1,E,3963
4962,9.1,9272.7,1.6,99,6.1,0,10,16,23,775,120,53,E,1155
4963,12.1,10142.9,1,198,0,0,,12,30,275,180,27,E,3333
4964,18.2,9142.9,4.7,198,9.1,1.3,7,28,55,975,270,14,E,1776
4965,6.1,10129.9,13.9,132,0,0,2,4,29,4800,165,99,A,5207
4966,33.3,9636.4,5.1,429,9.1,2.6,5,40,37,750,0,18,C,811
4967,3,10129.9,0.8,33,0,0,2,0,28,2175,30,63,E,1339
4968,18.2,9688.3,2.4,198,9.1,0,2,36,22,800,375,12,E,1287
4969,9.1,8987,3.5,165,0,0,7,32,31,650,0,53,D,6180
4970,0,9662.3,2.5,66,0,0,17,0,37,2100,345,97,B,6801
4971,0,8870.1,1.1,66,0,1.3,17,4,58,225,90,2,C,718
4972,3,9506.5,8.9,66,0,9.1,12,12,37,1250,480,67,E,4873
4973,12.1,9480.5,1.1,198,0,1.3,1,24,46,825,30,5,E,872
4974,9.1,9805.2,2.8,198,9.1,1.3,3,12,26,4025,45,17,B,3841
4975,9.1,8922.1,1.2,99,6.1,0,11,24,22,275,0,89,E,877
4976,9.1,9272.7,10.6,132,0,0,6,12,28,2150,450,1,A,8526
4977,6.1,9961,16,264,0,0,6,12,31,1950,450,38,E,3490
4978,3,8766.2,0.4,33,0,0,0,16,22,1250,45,32,E,351
4979,3,8506.5,,165,3,7.8,5,16,46,525,0,76,C,1071
4980,9.1,8337.7,0.5,132,9.1,2.6,1,16,40,500,0,84,C,302
4981,15.2,8896.1,3.1,198,6.1,6.5,7,40,44,500,0,83,C,178
4982,6.1,8584.4,0.4,66,0,1.3,8,44,37,325,0,49,C,600
4983,6.1,9987,,66,3,0,1,4,35,800,0,13,E,543
4984,15.2,9168.8,5.2,132,6.1,7.8,7,32,45,1225,195,88,B,5728
4985,0,9649.4,0.8,33,0,0,0,0,27,3550,15,69,E,592
4986,9.1,9727.3,27.5,165,3,1.3,7,0,47,3375,90,89,A,8685
4987,0,8480.5,0.4,66,0,3.9,2,28,55,2200,0,77,C,680
4988,6.1,8935.1,0.3,66,6.1,0,7,32,22,325,0,2,C,386
4989,3,9324.7,0,33,3,0,1,64,22,375,0,22,C,328
4990,3,9415.6,3.1,33,0,0,9,8,24,1775,45,25,E,942
4991,6.1,9324.7,3.2,165,3,1.3,4,36,44,700,240,60,E,2116
4992,6.1,8909.1,4.3,132,3,0,5,20,32,1875,0,41,E,902
4993,12.1,9116.9,1.4,132,9.1,0,7,12,31,625,0,67,E,1619
4994,3,8402.6,0.6,33,3,0,5,24,27,450,90,1,D,1133
4995,6.1,9129.9,0,66,3,0,14,4,25,325,30,8,E,922
4996,6.1,9039,6,66,3,0,4,80,50,1200,180,38,C,934
4997,3,9155.8,3.5,132,0,2.6,14,4,54,1650,735,7,D,2714
4998,6.1,8922.1,2.3,33,0,1.3,13,32,23,950,15,88,E,2357
4999,12.1,8389.6,3.1,132,3,0,11,20,22,375,0,22,D,269
5000,3,9753.2,5.3,99,0,0,7,12,30,1600,105,69,E,2958
5001,9.1,9298.7,0.2,99,6.1,0,7,4,24,350,75,57,E,1130
5002,0,9116.9,,0,,1.3,,20,29,,30,28,C,817
5003,12.1,9428.6,1.7,132,3,0,8,96,23,1550,30,30,E,370
5004,9.1,9363.6,7.8,627,6.1,3.9,6,20,39,875,90,97,E,2489
5005,3,9571.4,0.6,33,0,1.3,9,16,27,1375,360,9,E,2069
5006,15.2,9597.4,2.8,132,3,1.3,6,16,23,600,330,97,E,1735
5007,15.2,9493.5,,165,12.1,0,7,64,23,650,90,35,E,282
5008,12.1,8532.5,0.7,132,9.1,0,9,24,24,325,0,95,C,611
5009,0,9519.5,0.3,33,0,0,11,4,28,75,225,91,E,1087
5010,12.1,9207.8,0.2,132,12.1,0,8,36,23,200,0,83,E,962
5011,3,9532.5,5.8,33,3,0,4,4,22,4375,60,50,B,4979
5012,3,10103.9,28.4,198,0,7.8,7,4,46,3100,375,53,A,8414
5013,3,9805.2,0.2,33,0,0,,0,24,125,0,6,E,508
5014,0,9727.3,2.3,99,0,0,2,8,33,1600,210,9,E,5116
5015,6.1,10272.7,0,132,0,2.6,1,4,43,4125,30,71,A,3960
5016,6.1,10259.7,8.7,264,0,9.1,0,4,31,1050,135,46,E,1000
5017,0,8493.5,10,33,0,0,16,0,39,1250,120,99,B,7892
5018,27.3,9545.5,2.6,198,0,2.6,12,40,31,675,345,27,E,1370
5019,18.2,10051.9,5.3,132,3,9.1,3,32,33,2125,375,66,E,887
5020,6.1,9311.7,0.1,66,3,0,6,8,23,125,0,9,E,1481
5021,12.1,10129.9,18.5,330,6.1,2.6,4,0,42,1700,90,96,E,4088
5022,6.1,9805.2,1.9,66,0,0,,4,22,325,30,96,B,2201
5023,6.1,9792.2,0.8,132,3,0,8,24,28,1150,300,63,B,5832
5024,0,9532.5,0.8,33,0,6.5,16,28,42,2750,405,69,D,2425
5025,9.1,10246.8,6.2,165,3,2.6,3,12,35,1375,105,7,E,1784
5026,3,9415.6,0.3,33,3,0,7,24,23,450,0,33,E,814
5027,9.1,8844.2,,99,3,0,11,16,23,300,0,79,E,977
5028,15.2,10623.4,4.2,99,0,10.4,2,20,41,2475,330,11,C,2834
5029,3,8948.1,0.8,33,3,1.3,3,16,28,1575,180,18,E,3283
5030,27.3,8753.2,5.3,330,0,6.5,11,36,41,550,30,80,C,265
5031,9.1,10155.8,,99,0,0,4,8,25,1125,0,94,E,693
5032,3,10610.4,10.8,198,3,10.4,2,8,50,3825,150,70,A,4622
5033,9.1,9805.2,9.7,66,0,2.6,4,4,55,5500,0,1,A,4374
5034,3,8883.1,3.2,231,0,0,7,0,30,875,135,59,E,2236
5035,3,9142.9,0.4,33,0,0,6,32,22,150,0,24,E,1000
5036,3,10207.8,3.1,66,3,3.9,3,8,36,3825,60,92,B,4407
5037,12.1,9545.5,2.9,231,3,3.9,5,40,28,1500,0,23,E,1557
5038,9.1,10116.9,9.4,99,3,6.5,5,60,31,2700,105,39,E,1106
5039,12.1,9597.4,2,132,3,0,4,48,23,850,195,13,E,570
5040,9.1,8415.6,0.6,99,6.1,0,10,44,27,100,60,20,C,497
5041,18.2,8714.3,3.1,231,12.1,6.5,12,56,44,625,30,58,D,409
5042,3,8350.6,,66,0,0,8,48,25,250,15,75,C,834
5043,12.1,8883.1,,165,9.1,0,7,28,34,300,0,42,E,981
5044,6.1,8610.4,7.1,66,0,0,14,16,40,650,15,37,C,1634
5045,3,8974,0.6,33,0,0,11,16,22,200,0,68,E,1710
5046,12.1,9272.7,11.6,99,3,6.5,2,4,37,1875,90,77,E,1902
5047,3,10129.9,0.7,33,0,0,2,8,32,450,0,7,E,741
5048,3,9870.1,0,0,,1.3,,12,45,175,165,20,E,1687
5049,3,10428.6,2,66,0,0,4,4,34,3125,30,48,A,5393
5050,12.1,10324.7,,132,3,13,0,36,33,2200,0,64,E,869
5051,3,9389.6,3.2,165,0,5.2,2,28,40,775,210,83,E,1169
5052,3,8818.2,1.1,99,3,1.3,10,132,34,500,0,91,C,417
5053,9.1,9402.6,2.7,99,3,0,8,40,22,150,15,3,E,1124
5054,30.3,9441.6,1.5,330,0,3.9,9,24,33,875,60,18,E,762
5055,21.2,8961,6.5,297,6.1,13,8,36,50,1775,90,66,E,627
5056,6.1,10636.4,0.2,165,6.1,11.7,1,0,54,1550,120,7,D,-73
5057,12.1,9233.8,1.9,132,6.1,0,10,36,24,350,45,32,E,2164
5058,6.1,9389.6,,132,0,0,13,4,39,1525,0,3,E,2009
5059,9.1,9454.5,1.2,231,3,0,4,8,26,850,0,61,E,440
5060,0,10026,3.4,99,0,6.5,7,0,49,1150,825,28,E,3307
5061,12.1,9000,1.5,132,3,0,7,76,22,450,105,57,B,1411
5062,6.1,8350.6,,66,0,10.4,4,16,39,125,0,68,C,758
5063,15.2,9675.3,3.8,198,3,7.8,10,16,33,1625,285,51,E,1900
5064,12.1,9129.9,,165,3,0,9,24,38,925,15,29,C,1025
5065,12.1,8376.6,15.3,132,9.1,10.4,9,28,38,800,105,67,C,419
5066,0,9844.2,,33,0,0,2,8,26,250,0,12,B,7410
5067,0,9649.4,2.2,33,0,0,2,0,37,3675,15,46,C,1800
5068,9.1,8792.2,,66,0,1.3,5,4,25,825,0,33,E,2533
5069,6.1,9298.7,0.6,66,3,0,4,28,22,275,45,53,E,400
5070,15.2,9727.3,,132,0,1.3,4,0,24,675,0,33,E,586
5071,15.2,8662.3,0.6,132,9.1,1.3,10,32,36,375,105,25,C,294
5072,3,9013,1.3,66,3,0,4,0,26,700,30,13,C,1134
5073,9.1,8753.2,2,99,0,0,10,76,23,525,0,44,C,526
5074,36.4,9220.8,2.3,396,12.1,3.9,4,56,26,700,60,3,E,671
5075,6.1,9974,1.3,66,0,2.6,6,16,33,1025,135,33,E,2081
5076,3,9168.8,0.1,33,0,0,,8,22,2000,45,66,E,689
5077,0,9649.4,0.3,99,0,6.5,9,12,33,2625,165,59,E,1812
5078,6.1,9441.6,1.2,231,0,1.3,11,4,35,750,30,87,E,1210
5079,6.1,8623.4,,66,3,0,9,36,22,350,75,23,C,278
5080,15.2,8194.8,1.2,231,6.1,7.8,13,20,41,350,0,7,C,417
5081,27.3,9506.5,6.8,330,9.1,2.6,6,48,42,850,270,53,E,657
5082,6.1,9129.9,0.5,0,,0,7,32,22,,0,3,E,552
5083,3,10584.4,11.5,165,3,7.8,2,8,38,2975,135,67,A,4182
5084,21.2,9857.1,0.4,231,18.2,5.2,4,44,43,1025,0,80,C,269
5085,12.1,8766.2,0.3,132,0,0,10,24,25,175,60,21,E,2081
5086,15.2,8961,2,198,0,0,2,48,25,650,225,26,E,2919
5087,3,8259.7,1.5,66,0,0,3,8,35,625,105,9,C,809
5088,6.1,10311.7,3.9,231,3,0,1,8,33,2125,270,93,E,1505
5089,0,8454.5,0,33,0,1.3,7,4,37,1000,0,68,C,429
5090,24.2,9103.9,8.3,330,6.1,0,6,20,27,650,0,33,E,736
5091,6.1,8909.1,1.1,198,0,2.6,10,8,28,325,60,55,E,1260
5092,3,9285.7,0.2,33,3,0,8,4,22,150,30,72,E,1153
5093,6.1,9766.2,,132,3,0,6,12,30,1650,0,19,E,2274
5094,3,9753.2,0.1,33,0,0,2,4,22,250,0,58,C,484
5095,12.1,9402.6,0.9,165,3,6.5,7,84,38,575,0,58,E,1017
5096,9.1,8922.1,1.5,132,6.1,2.6,3,0,34,900,15,88,C,333
5097,9.1,8597.4,0.4,99,6.1,0,13,12,32,300,0,49,D,1235
5098,12.1,8441.6,7.6,132,3,0,13,40,23,625,0,75,C,351
5099,3,9129.9,0.8,99,0,0,16,8,27,650,0,29,E,1675
5100,21.2,9272.7,,231,6.1,0,9,4,25,1200,0,81,E,1867
5101,18.2,8766.2,6.5,198,6.1,5.2,12,12,38,1025,45,68,C,1031
5102,18.2,9116.9,,198,3,0,5,52,34,900,0,11,C,564
5103,6.1,9013,,66,3,0,6,24,24,575,0,87,E,1390
5104,15.2,9402.6,2.4,231,6.1,0,10,48,31,475,90,16,E,512
5105,3,8532.5,1,66,3,0,8,40,26,750,120,86,B,2974
5106,15.2,9000,1.4,231,0,0,13,8,32,875,225,39,D,3162
5107,9.1,9285.7,0.4,99,3,0,5,56,23,150,0,14,E,961
5108,12.1,9311.7,5,132,3,0,3,44,33,1525,120,38,E,950
5109,3,9714.3,16,66,0,0,7,8,37,3575,510,48,A,9249
5110,6.1,10168.8,8.2,99,3,1.3,3,28,35,6150,240,31,A,4724
5111,6.1,9480.5,2.7,99,0,1.3,12,48,30,1350,180,72,E,1851
5112,12.1,8792.2,8.5,231,0,2.6,9,8,33,1000,255,86,B,2416
5113,12.1,9922.1,0.7,99,0,1.3,1,20,23,700,0,54,E,373
5114,3,9740.3,1.1,33,0,0,,16,22,125,105,81,C,784
5115,6.1,10051.9,5.2,66,0,0,1,8,24,3275,60,87,A,4000
5116,6.1,9103.9,7.3,132,3,0,11,24,26,925,195,28,E,2714
5117,,,,,,,,,,,0,7,E,579
5118,3,9662.3,0.4,33,0,0,5,24,23,275,135,24,E,1694
5119,6.1,9389.6,0,66,6.1,1.3,7,12,35,100,60,52,E,905
5120,15.2,9207.8,1.5,165,12.1,3.9,13,20,39,550,60,52,C,467
5121,9.1,9714.3,1.2,99,0,0,3,12,23,1025,0,25,E,374
5122,6.1,8623.4,0.1,66,0,0,6,40,25,625,75,55,C,3199
5123,6.1,9779.2,1.9,165,0,9.1,4,8,58,850,0,11,E,557
5124,18.2,8454.5,2.7,198,9.1,2.6,5,20,39,500,0,38,C,333
5125,9.1,9116.9,0.1,99,6.1,0,4,20,24,575,165,87,E,513
5126,6.1,9623.4,0.1,66,0,0,,4,22,125,0,90,E,380
5127,18.2,8831.2,9,297,3,1.3,6,28,42,1050,480,62,B,5989
5128,12.1,8675.3,3,132,6.1,0,1,40,24,325,60,82,C,1128
5129,18.2,8714.3,2.5,198,9.1,1.3,12,16,33,275,0,82,C,518
5130,6.1,9415.6,,99,0,0,10,4,32,1425,0,100,E,1812
5131,21.2,8818.2,0.8,198,9.1,1.3,5,16,27,975,15,66,C,2039
5132,6.1,9818.2,0.1,66,3,0,2,32,22,1825,60,46,A,3934
5133,12.1,9844.2,5.1,165,0,9.1,10,28,41,5725,60,97,E,1910
5134,15.2,9311.7,1.1,165,0,0,9,12,24,500,195,96,D,3024
5135,6.1,9584.4,5.6,132,6.1,0,6,44,43,2925,195,80,A,9367
5136,6.1,9155.8,1.5,66,0,0,,8,23,675,180,17,B,2526
5137,3,10272.7,1.5,66,0,3.9,5,4,35,1250,240,74,E,4040
5138,9.1,8285.7,0.6,99,3,0,1,32,42,500,0,61,C,308
5139,0,9805.2,,66,0,0,2,0,51,4350,0,70,E,1051
5140,39.4,9026,8.6,396,12.1,3.9,6,56,35,1025,60,16,E,622
5141,15.2,8714.3,0.8,132,3,0,7,12,25,600,0,58,E,1187
5142,3,9441.6,,66,0,0,5,8,25,1650,0,69,E,795
5143,12.1,8415.6,,33,0,3.9,9,52,28,150,0,70,C,811
5144,,8909.1,5.2,,,,,0,24,,45,95,C,2552
5145,12.1,10272.7,4.3,264,6.1,0,2,12,41,1400,90,63,E,531
5146,3,9194.8,0,33,3,0,4,32,23,250,0,34,C,445
5147,3,9441.6,4,330,3,2.6,10,36,34,1600,60,99,E,2495
5148,18.2,8831.2,1,198,9.1,1.3,8,44,33,350,0,63,C,359
5149,0,9948.1,0.6,33,0,0,16,0,40,2500,630,44,D,6878
5150,6.1,9467.5,0.6,66,3,0,3,8,23,625,75,67,E,697
5151,12.1,8623.4,12.5,198,12.1,0,13,24,29,1125,225,75,B,6969
5152,21.2,10259.7,4.2,297,3,2.6,10,0,41,3350,135,29,D,5695
5153,3,9389.6,0.5,33,3,0,13,0,25,700,15,61,D,2117
5154,6.1,10662.3,6.8,132,0,7.8,2,4,51,3250,0,95,A,3705
5155,12.1,9753.2,2.9,165,6.1,1.3,6,12,27,1300,165,63,E,1029
5156,6.1,9428.6,0.5,66,3,0,2,12,41,275,0,34,E,790
5157,27.3,9441.6,3.6,429,6.1,0,2,52,37,1300,75,83,D,905
5158,0,10922.1,,99,0,7.8,,0,42,5275,0,22,D,674
5159,24.2,9753.2,3.9,165,3,6.5,2,60,33,1125,0,43,E,1358
5160,18.2,9194.8,1,198,9.1,0,6,24,33,375,0,42,C,1257
5161,,9350.6,0,,,,,0,22,,0,79,E,464
5162,24.2,8974,,231,9.1,1.3,6,56,24,575,105,89,E,766
5163,6.1,9649.4,1.6,99,0,0,4,12,27,1500,60,65,E,1669
5164,3,9207.8,0.2,33,0,0,9,48,22,125,45,56,C,1111
5165,27.3,9064.9,3.6,297,3,0,13,12,51,800,30,63,E,1958
5166,0,9805.2,11.3,66,0,3.9,12,0,39,5175,585,71,A,9918
5167,27.3,9623.4,3.4,297,12.1,0,7,48,23,525,195,70,E,352
5168,12.1,9389.6,7.4,231,3,0,5,4,35,900,270,45,E,1676
5169,9.1,9350.6,11.1,330,0,6.5,10,20,41,1725,465,71,E,2709
5170,15.2,8896.1,,165,3,0,8,16,25,1250,30,37,E,992
5171,3,9649.4,0.7,33,3,0,1,0,22,3250,60,74,E,832
5172,18.2,8662.3,1.6,99,6.1,2.6,2,24,32,2100,105,20,B,4708
5173,12.1,8662.3,2.5,165,6.1,3.9,5,4,56,475,180,9,E,1902
5174,3,10103.9,2,99,3,0,7,12,45,1225,180,33,E,1634
5175,21.2,10285.7,10.5,396,0,9.1,8,16,50,2950,90,54,E,849
5176,3,9155.8,25,33,0,0,13,0,23,10150,225,63,A,5208
5177,12.1,9324.7,0.3,132,12.1,0,1,76,22,550,15,4,C,396
5178,6.1,9545.5,4.1,132,3,2.6,13,32,43,1675,0,13,E,931
5179,15.2,9727.3,,165,6.1,1.3,3,44,58,850,0,5,C,1101
5180,6.1,9584.4,3,99,3,0,7,24,34,1800,45,49,E,3193
5181,12.1,10168.8,4.8,429,9.1,6.5,5,12,58,1900,45,100,E,5200
5182,3,8922.1,,33,3,0,14,12,31,50,0,54,D,2719
5183,3,8948.1,0.1,33,3,0,10,8,25,150,135,17,D,2528
5184,0,9896.1,3.1,66,0,0,5,4,34,2525,0,46,E,1485
5185,12.1,10376.6,1.3,165,3,0,3,4,37,775,0,63,E,1510
5186,6.1,9103.9,0.6,66,3,0,1,12,32,1125,0,33,B,5032
5187,9.1,9181.8,2.1,99,0,0,5,32,24,1025,255,68,E,1486
5188,18.2,9064.9,,297,15.2,1.3,4,48,38,550,0,34,E,1042
5189,18.2,9103.9,14.3,264,6.1,0,10,20,39,1275,675,24,E,2772
5190,6.1,10194.8,5.2,132,6.1,6.5,4,8,37,1925,150,17,E,1051
5191,6.1,9610.4,0.5,66,3,0,6,24,23,125,60,8,E,1860
5192,3,9415.6,0.7,66,3,1.3,,8,37,300,0,46,D,3312
5193,9.1,9610.4,2.7,99,0,3.9,8,48,32,1125,75,54,E,1317
5194,9.1,9337.7,8.6,363,0,3.9,10,20,41,1375,270,30,E,1325
5195,12.1,8662.3,4.1,198,0,0,9,16,27,675,75,54,C,761
5196,3,9376.6,0.4,33,0,0,10,12,33,750,75,68,E,1901
5197,3,8753.2,,33,0,1.3,10,8,40,2350,0,100,C,1376
5198,3,9558.4,,33,0,0,7,0,23,75,0,20,E,2628
5199,15.2,8792.2,1.3,264,6.1,0,6,24,26,250,0,98,E,1769
5200,9.1,8714.3,3.1,132,3,2.6,5,16,38,1300,15,75,C,715
5201,6.1,8987,0.9,33,3,2.6,9,8,49,750,45,19,E,2319
5202,12.1,9844.2,4.5,231,0,11.7,6,24,62,775,315,37,D,3465
5203,18.2,8610.4,1.8,198,3,1.3,13,20,36,500,0,66,C,447
5204,6.1,9363.6,1.4,165,0,1.3,9,24,36,750,0,17,E,2969
5205,9.1,9039,14.8,165,0,6.5,15,8,68,1450,105,30,B,5765
5206,21.2,9194.8,5.6,264,9.1,3.9,7,28,30,1475,255,59,A,4174
5207,3,9090.9,1.3,231,3,2.6,4,24,52,1150,330,64,E,2059
5208,12.1,8675.3,2.1,132,9.1,0,7,56,33,975,0,46,C,446
5209,3,9636.4,1.8,231,0,0,3,4,36,600,0,16,E,3316
5210,12.1,9051.9,1.3,198,0,0,14,4,25,325,0,77,E,1841
5211,9.1,8792.2,0.3,99,6.1,0,5,24,22,225,0,42,E,528
5212,6.1,8883.1,0.7,33,3,1.3,2,48,32,150,0,78,E,1803
5213,12.1,9805.2,0.9,132,0,15.6,2,16,50,1375,165,95,E,1051
5214,12.1,9285.7,2.7,99,0,1.3,0,16,31,275,30,16,E,2719
5215,9.1,9519.5,14.6,231,6.1,0,10,4,33,2075,495,24,E,4452
5216,6.1,9376.6,3.9,396,0,2.6,11,8,37,1175,30,31,E,1584
5217,6.1,8766.2,0.2,33,3,1.3,10,12,21,750,60,3,D,615
5218,6.1,9116.9,1.2,99,6.1,1.3,14,12,35,800,0,9,A,9196
5219,12.1,8259.7,6.3,99,0,1.3,5,20,36,1625,45,82,C,1593
